,anot,date,start_time,end_time,event_no,D001,D002,D004,ENTERHOME,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,c,duration,weekday,season
5923,Wash_Dishes,2011-05-23 00:00:00.000000,2020-05-14 18:23:00.587008,2020-05-14 18:24:47.765218,5924.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0 days 00:01:47.178210000,Monday,spring
5924,Relax,2011-05-23 00:00:00.000000,2020-05-14 18:36:12.856224,2020-05-14 19:26:40.369140,5925.0,,,,,,,,,,,,,62.0,1.0,,,10.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:50:27.512916000,Monday,spring
5925,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 19:26:49.243719,2020-05-14 19:31:29.409773,5926.0,,,,,,,,,,,,,,,,,,1.0,13.0,3.0,4.0,4.0,30.0,3.0,1.0,,,,,,,,,,,,0 days 00:04:40.166054000,Monday,spring
5926,Relax,2011-05-23 00:00:00.000000,2020-05-14 19:41:52.395871,2020-05-14 21:37:15.335880,5927.0,,,,,,,,,,,,,115.0,,,,20.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:55:22.940009000,Monday,spring
5927,Sleeping,2011-05-23 00:00:00.000000,2020-05-14 21:44:59.759837,2020-05-14 02:43:44.902903,5928.0,,,,,,2.0,19.0,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +04:58:45.143066000,Monday,spring
5928,Bed_to_Toilet,2011-05-23 00:00:00.000000,2020-05-14 02:43:48.915537,2020-05-14 02:46:50.952736,5929.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:03:02.037199000,Monday,spring
5929,Sleeping,2011-05-23 00:00:00.000000,2020-05-14 02:46:55.675087,2020-05-14 03:29:08.653024,5930.0,,,,,,11.0,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:42:12.977937000,Monday,spring
5930,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 03:30:57.351565,2020-05-14 03:36:41.809497,5931.0,,,,,,,,,,,,,,,,,,1.0,25.0,4.0,1.0,3.0,27.0,1.0,1.0,,,,,,,,,,,,0 days 00:05:44.457932000,Monday,spring
5931,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 03:39:44.323052,2020-05-14 03:43:24.241665,5932.0,,,,,,,,,,,,,,,,,,1.0,10.0,6.0,2.0,7.0,16.0,4.0,2.0,,,,,,,,,,,,0 days 00:03:39.918613000,Monday,spring
5932,Relax,2011-05-23 00:00:00.000000,2020-05-14 03:47:00.396876,2020-05-14 05:45:34.480651,5933.0,,,,,,,,,,,,,54.0,5.0,,2.0,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:58:34.083775000,Monday,spring
5933,Sleeping,2011-05-23 00:00:00.000000,2020-05-14 05:48:37.343458,2020-05-14 06:46:50.297687,5934.0,,,,,,8.0,33.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:58:12.954229000,Monday,spring
5934,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 06:48:04.334919,2020-05-14 06:50:30.875921,5935.0,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,11.0,10.0,12.0,1.0,,,,,,,,,,,,,0 days 00:02:26.541002000,Monday,spring
5935,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 07:05:37.146187,2020-05-14 07:07:20.772918,5936.0,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,2.0,5.0,8.0,,0.0,,,,,,,,,,,,0 days 00:01:43.626731000,Monday,spring
5936,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 07:18:33.412728,2020-05-14 07:19:09.112558,5937.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,4.0,,,,,,,,,,,,,,0 days 00:00:35.699830000,Monday,spring
5937,Eating,2011-05-23 00:00:00.000000,2020-05-14 07:19:11.113082,2020-05-14 07:31:24.587250,5938.0,,,,,,,,,,,,,,,,,1.0,11.0,,,,,,3.0,,,,,,,,,,,,,0 days 00:12:13.474168000,Monday,spring
5938,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 07:37:55.143819,2020-05-14 07:55:12.065610,5939.0,,,,,,,,,,,,,,,,,,12.0,35.0,6.0,21.0,24.0,51.0,2.0,3.0,,,,,,,,,,,,0 days 00:17:16.921791000,Monday,spring
5939,Leave_Home,2011-05-23 00:00:00.000000,2020-05-14 08:45:34.236550,2020-05-14 08:45:41.866866,5940.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:07.630316000,Monday,spring
5940,Enter_Home,2011-05-23 00:00:00.000000,2020-05-14 09:26:14.154278,2020-05-14 09:26:19.653571,5941.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:05.499293000,Monday,spring
5941,Relax,2011-05-23 00:00:00.000000,2020-05-14 09:33:06.868482,2020-05-14 09:42:16.836985,5942.0,,,,,,,,,,,,,1.0,10.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:09.968503000,Monday,spring
5942,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 09:42:25.761671,2020-05-14 09:56:25.686736,5943.0,,,,,,,,,,,,1.0,,,,,,7.0,54.0,1.0,19.0,22.0,62.0,3.0,3.0,,,,,,,,,,,,0 days 00:13:59.925065000,Monday,spring
5943,Leave_Home,2011-05-23 00:00:00.000000,2020-05-14 10:30:49.745633,2020-05-14 10:30:58.114323,5944.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:08.368690000,Monday,spring
5944,Enter_Home,2011-05-23 00:00:00.000000,2020-05-14 10:54:30.098132,2020-05-14 10:54:35.104513,5945.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,0 days 00:00:05.006381000,Monday,spring
5945,Relax,2011-05-23 00:00:00.000000,2020-05-14 11:23:56.753771,2020-05-14 12:19:45.221113,5946.0,,,,,,,,,,,,,4.0,187.0,,7.0,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:55:48.467342000,Monday,spring
5946,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 12:20:38.765285,2020-05-14 12:26:43.921307,5947.0,,,1.0,,,,,,,,,,,,,,,0.0,18.0,5.0,7.0,7.0,33.0,1.0,1.0,2.0,,,,,,1.0,,,,,0 days 00:06:05.156022000,Monday,spring
5947,Relax,2011-05-23 00:00:00.000000,2020-05-14 12:26:51.705343,2020-05-14 12:42:12.676864,5948.0,,,,,,,,,,,,,11.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:15:20.971521000,Monday,spring
5948,Relax,2011-05-23 00:00:00.000000,2020-05-14 12:42:54.583034,2020-05-14 12:53:53.172297,5949.0,,,,,,,,,,,,,16.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:10:58.589263000,Monday,spring
5949,Relax,2011-05-23 00:00:00.000000,2020-05-14 12:54:57.938811,2020-05-14 13:43:25.702553,5950.0,,,,,,,,,,,,,21.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:48:27.763742000,Monday,spring
5950,Leave_Home,2011-05-23 00:00:00.000000,2020-05-14 13:52:21.188939,2020-05-14 13:52:27.357222,5951.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:06.168283000,Monday,spring
5951,Enter_Home,2011-05-23 00:00:00.000000,2020-05-14 14:31:11.931930,2020-05-14 14:31:17.072731,5952.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:05.140801000,Monday,spring
5952,Leave_Home,2011-05-23 00:00:00.000000,2020-05-14 14:41:33.891446,2020-05-14 14:41:38.191451,5953.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.300005000,Monday,spring
5953,Enter_Home,2011-05-23 00:00:00.000000,2020-05-14 14:44:56.833863,2020-05-14 14:45:26.637603,5954.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0 days 00:00:29.803740000,Monday,spring
5954,Relax,2011-05-23 00:00:00.000000,2020-05-14 14:45:41.818470,2020-05-14 14:55:11.181464,5955.0,,,,,,,,,,,,,22.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:09:29.362994000,Monday,spring
5955,Relax,2011-05-23 00:00:00.000000,2020-05-14 14:57:24.486161,2020-05-14 16:48:02.044361,5956.0,,,,,,,,,,,,,35.0,,,,12.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:50:37.558200000,Monday,spring
5956,Relax,2011-05-23 00:00:00.000000,2020-05-14 16:55:36.104603,2020-05-14 17:02:50.933735,5957.0,,,,,,,,,,,,,10.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:14.829132000,Monday,spring
5957,Relax,2011-05-23 00:00:00.000000,2020-05-14 17:03:44.445774,2020-05-14 17:50:58.643816,5958.0,,,,,,,,,,,,,52.0,1.0,,,4.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:47:14.198042000,Monday,spring
5958,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 18:12:21.992728,2020-05-14 18:12:22.862964,5959.0,,,,,,,,,,,,,,,,,,8.0,43.0,14.0,21.0,23.0,67.0,1.0,,,,,,,,,,,,,0 days 00:00:00.870236000,Monday,spring
5959,Eating,2011-05-23 00:00:00.000000,2020-05-14 18:23:00.587008,2020-05-14 18:23:02.026863,5960.0,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,0 days 00:00:01.439855000,Monday,spring
5960,Wash_Dishes,2011-05-23 00:00:00.000000,2020-05-14 18:23:00.587008,2020-05-14 18:24:47.765218,5961.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0 days 00:01:47.178210000,Monday,spring
5961,Relax,2011-05-23 00:00:00.000000,2020-05-14 18:36:12.856224,2020-05-14 19:26:40.369140,5962.0,,,,,,,,,,,,,62.0,1.0,,,10.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:50:27.512916000,Monday,spring
5962,Meal_Preparation,2011-05-23 00:00:00.000000,2020-05-14 19:26:49.243719,2020-05-14 19:31:29.409773,5963.0,,,,,,,,,,,,,,,,,,1.0,13.0,3.0,4.0,4.0,30.0,3.0,1.0,,,,,,,,,,,,0 days 00:04:40.166054000,Monday,spring
5963,Relax,2011-05-23 00:00:00.000000,2020-05-14 19:41:52.395871,2020-05-14 21:37:15.335880,5964.0,,,,,,,,,,,,,115.0,,,,20.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:55:22.940009000,Monday,spring
5964,Sleeping,2011-05-24 00:00:00.000000,2020-05-14 21:44:59.759837,2020-05-14 05:37:41.243260,5965.0,,,,,,5.0,13.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +07:52:41.483423000,Tuesday,spring
5965,Relax,2011-05-24 00:00:00.000000,2020-05-14 05:51:28.805701,2020-05-14 06:24:59.317514,5966.0,,,,,,,,,,,,,83.0,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:33:30.511813000,Tuesday,spring
5966,Leave_Home,2011-05-24 00:00:00.000000,2020-05-14 07:28:42.584466,2020-05-14 07:28:46.753912,5967.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.169446000,Tuesday,spring
5967,Enter_Home,2011-05-24 00:00:00.000000,2020-05-14 14:18:57.742094,2020-05-14 14:19:04.785435,5968.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:07.043341000,Tuesday,spring
5968,Relax,2011-05-24 00:00:00.000000,2020-05-14 14:35:27.967834,2020-05-14 14:45:54.538036,5969.0,,,,,,,,,,,,,7.0,16.0,,7.0,0.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:10:26.570202000,Tuesday,spring
5969,Leave_Home,2011-05-24 00:00:00.000000,2020-05-14 14:51:44.497509,2020-05-14 14:51:48.752736,5970.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.255227000,Tuesday,spring
5970,Enter_Home,2011-05-24 00:00:00.000000,2020-05-14 15:55:55.852301,2020-05-14 15:56:22.461877,5971.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,3.0,,,0 days 00:00:26.609576000,Tuesday,spring
5971,Meal_Preparation,2011-05-24 00:00:00.000000,2020-05-14 16:02:39.795965,2020-05-14 16:06:04.635010,5972.0,,,,,,,,,1.0,1.0,0.0,2.0,,,,,1.0,8.0,12.0,1.0,7.0,17.0,15.0,6.0,,1.0,1.0,1.0,,,,,,,,,0 days 00:03:24.839045000,Tuesday,spring
5972,Relax,2011-05-24 00:00:00.000000,2020-05-14 16:09:14.289408,2020-05-14 17:11:00.238752,5973.0,,,,,,,,,,,,,31.0,,,,4.0,2.0,,,,2.0,2.0,4.0,,,,11.0,,,,,,,,,0 days 01:01:45.949344000,Tuesday,spring
5973,Meal_Preparation,2011-05-24 00:00:00.000000,2020-05-14 17:13:06.456246,2020-05-14 17:16:48.153805,5974.0,,,,,,,,,,,,,,,,,,1.0,7.0,1.0,12.0,15.0,10.0,,1.0,1.0,1.0,1.0,,,,,,,,,0 days 00:03:41.697559000,Tuesday,spring
5974,Relax,2011-05-24 00:00:00.000000,2020-05-14 17:27:14.192533,2020-05-14 18:03:24.514732,5975.0,,,,,,,,,,,,,23.0,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:36:10.322199000,Tuesday,spring
5975,Relax,2011-05-24 00:00:00.000000,2020-05-14 18:04:41.144072,2020-05-14 18:56:30.013520,5976.0,,,,,,,,,,,,,76.0,1.0,,,10.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:51:48.869448000,Tuesday,spring
5976,Relax,2011-05-24 00:00:00.000000,2020-05-14 19:01:31.728932,2020-05-14 20:12:38.295510,5977.0,,,,,,,,,,,,,184.0,,,1.0,8.0,,,,,,,5.0,,,,,,,,,,,,,0 days 01:11:06.566578000,Tuesday,spring
5977,Meal_Preparation,2011-05-24 00:00:00.000000,2020-05-14 20:13:02.080013,2020-05-14 20:21:06.712819,5978.0,,,,,,,,,,,,,,,,,,2.0,26.0,6.0,13.0,9.0,27.0,3.0,1.0,,,,,,,,,,,,0 days 00:08:04.632806000,Tuesday,spring
5978,Relax,2011-05-24 00:00:00.000000,2020-05-14 20:40:16.395712,2020-05-14 21:11:05.827860,5979.0,,,,,,,,,,,,,41.0,1.0,,,12.0,,,,,,,9.0,,,,,,,,,,,,,0 days 00:30:49.432148000,Tuesday,spring
5979,Relax,2011-05-24 00:00:00.000000,2020-05-14 21:14:39.196744,2020-05-14 22:31:19.411584,5980.0,,,,,,,,,,,,,67.0,,,1.0,8.0,,,1.0,,,,4.0,,,,,,,,,,,,,0 days 01:16:40.214840000,Tuesday,spring
5980,Sleeping,2011-05-25 00:00:00.000000,2020-05-14 22:48:19.207588,2020-05-14 03:06:33.378672,5981.0,,,,,,7.0,11.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +04:18:14.171084000,Wednesday,spring
5981,Bed_to_Toilet,2011-05-25 00:00:00.000000,2020-05-14 03:06:42.155540,2020-05-14 03:08:38.620115,5982.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:01:56.464575000,Wednesday,spring
5982,Sleeping,2011-05-25 00:00:00.000000,2020-05-14 03:08:40.267523,2020-05-14 05:09:24.616446,5983.0,,,,,,5.0,14.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 02:00:44.348923000,Wednesday,spring
5983,Relax,2011-05-25 00:00:00.000000,2020-05-14 05:24:23.969482,2020-05-14 05:47:19.895879,5984.0,,,,,,,,,,,,,40.0,2.0,,2.0,13.0,,,,,,,8.0,,,,,,,,,,,,,0 days 00:22:55.926397000,Wednesday,spring
5984,Leave_Home,2011-05-25 00:00:00.000000,2020-05-14 07:15:43.894908,2020-05-14 07:15:48.240035,5985.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.345127000,Wednesday,spring
5985,Enter_Home,2011-05-25 00:00:00.000000,2020-05-14 10:08:30.567221,2020-05-14 10:08:35.681822,5986.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:05.114601000,Wednesday,spring
5986,Sleeping,2011-05-25 00:00:00.000000,2020-05-14 10:36:21.483681,2020-05-14 13:41:44.894634,5987.0,,,,,,9.0,11.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:05:23.410953000,Wednesday,spring
5987,Sleeping,2011-05-25 00:00:00.000000,2020-05-14 14:14:23.222141,2020-05-14 14:28:48.088122,5988.0,,,,,,2.0,15.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:14:24.865981000,Wednesday,spring
5988,Meal_Preparation,2011-05-25 00:00:00.000000,2020-05-14 14:38:35.743265,2020-05-14 14:44:17.254831,5989.0,,,,,,,,,,,,,,,,,,,24.0,5.0,5.0,2.0,20.0,,,,,,,,,,,,,,0 days 00:05:41.511566000,Wednesday,spring
5989,Meal_Preparation,2011-05-25 00:00:00.000000,2020-05-14 14:45:01.130393,2020-05-14 14:46:20.671034,5990.0,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,2.0,3.0,8.0,,,,,,,,,,,,,,0 days 00:01:19.540641000,Wednesday,spring
5990,Meal_Preparation,2011-05-25 00:00:00.000000,2020-05-14 14:54:47.174012,2020-05-14 14:56:47.754187,5991.0,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,2.0,12.0,,,,,,,,,,,,,,0 days 00:02:00.580175000,Wednesday,spring
5991,Relax,2011-05-25 00:00:00.000000,2020-05-14 14:57:12.173042,2020-05-14 15:02:11.883517,5992.0,,,,,,,,,,,,,25.0,1.0,,,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:04:59.710475000,Wednesday,spring
5992,Relax,2011-05-25 00:00:00.000000,2020-05-14 15:02:50.844266,2020-05-14 15:36:19.016503,5993.0,,,,,,,,,,,,,64.0,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:33:28.172237000,Wednesday,spring
5993,Relax,2011-05-25 00:00:00.000000,2020-05-14 15:37:29.192878,2020-05-14 17:35:15.877703,5994.0,,,,,,,,,,,,,145.0,,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,0 days 01:57:46.684825000,Wednesday,spring
5994,Leave_Home,2011-05-25 00:00:00.000000,2020-05-14 18:08:57.210036,2020-05-14 18:09:03.916856,5995.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:06.706820000,Wednesday,spring
5995,Enter_Home,2011-05-25 00:00:00.000000,2020-05-14 18:12:49.606461,2020-05-14 18:12:54.957664,5996.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:05.351203000,Wednesday,spring
5996,Meal_Preparation,2011-05-25 00:00:00.000000,2020-05-14 18:34:51.192174,2020-05-14 18:38:55.893102,5997.0,,,,,,,,,,,,,,,,,,2.0,17.0,8.0,,4.0,16.0,,,,,,,,,,,,,,0 days 00:04:04.700928000,Wednesday,spring
5997,Meal_Preparation,2011-05-25 00:00:00.000000,2020-05-14 18:41:36.758149,2020-05-14 19:05:59.330389,5998.0,,,,,,,,,,,,,,,,,,2.0,90.0,17.0,33.0,35.0,113.0,,,,,,,,,,,,,,0 days 00:24:22.572240000,Wednesday,spring
5998,Relax,2011-05-25 00:00:00.000000,2020-05-14 19:06:16.882435,2020-05-14 19:30:41.227225,5999.0,,,,,,,,,,,,,26.0,,,,10.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:24:24.344790000,Wednesday,spring
5999,Relax,2011-05-25 00:00:00.000000,2020-05-14 19:33:28.226437,2020-05-14 19:57:40.785345,6000.0,,,,,,,,,,,,,62.0,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:24:12.558908000,Wednesday,spring
6000,Relax,2011-05-25 00:00:00.000000,2020-05-14 20:03:43.044075,2020-05-14 20:43:33.273173,6001.0,,,,,,,,,,,,,20.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:39:50.229098000,Wednesday,spring
6001,Relax,2011-05-25 00:00:00.000000,2020-05-14 20:47:39.464528,2020-05-14 21:26:59.277933,6002.0,,,,,,,,,,,,,31.0,3.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:39:19.813405000,Wednesday,spring
6002,Relax,2011-05-25 00:00:00.000000,2020-05-14 21:31:21.558544,2020-05-14 23:28:55.701968,6003.0,,,,,,,,,,,,,19.0,2.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:57:34.143424000,Wednesday,spring
6003,Sleeping,2011-05-26 00:00:00.000000,2020-05-14 23:35:20.070431,2020-05-14 05:23:16.284909,6004.0,,,,,,14.0,29.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +05:47:56.214478000,Thursday,spring
6004,Relax,2011-05-26 00:00:00.000000,2020-05-14 05:34:47.984967,2020-05-14 06:21:21.479673,6005.0,,,,,,,,,,,,,77.0,1.0,,2.0,7.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:46:33.494706000,Thursday,spring
6005,Leave_Home,2011-05-26 00:00:00.000000,2020-05-14 06:55:10.828061,2020-05-14 06:55:15.891478,6006.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:05.063417000,Thursday,spring
6006,Enter_Home,2011-05-26 00:00:00.000000,2020-05-14 06:58:12.565074,2020-05-14 06:58:20.453278,6007.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:07.888204000,Thursday,spring
6007,Meal_Preparation,2011-05-26 00:00:00.000000,2020-05-14 07:10:17.612196,2020-05-14 07:11:24.135700,6008.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,4.0,4.0,,,,,,,,,,,,,,0 days 00:01:06.523504000,Thursday,spring
6008,Eating,2011-05-26 00:00:00.000000,2020-05-14 07:11:44.072314,2020-05-14 07:21:20.701463,6009.0,,,,,,,,,,,,,,,,,1.0,12.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:36.629149000,Thursday,spring
6009,Leave_Home,2011-05-26 00:00:00.000000,2020-05-14 08:14:31.741293,2020-05-14 08:14:39.201742,6010.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,,,0 days 00:00:07.460449000,Thursday,spring
6010,Enter_Home,2011-05-26 00:00:00.000000,2020-05-14 12:19:51.138950,2020-05-14 12:19:55.396213,6011.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.257263000,Thursday,spring
6011,Relax,2011-05-26 00:00:00.000000,2020-05-14 12:26:18.157605,2020-05-14 12:36:12.725648,6012.0,,,,,,,,,,,,,9.0,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:54.568043000,Thursday,spring
6012,Relax,2011-05-26 00:00:00.000000,2020-05-14 12:37:19.425528,2020-05-14 12:44:03.503106,6013.0,,,,,,,,,,,,,35.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:06:44.077578000,Thursday,spring
6013,Relax,2011-05-26 00:00:00.000000,2020-05-14 12:44:54.797429,2020-05-14 13:42:31.483753,6014.0,,,,,,,,,,,,,32.0,,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:57:36.686324000,Thursday,spring
6014,Relax,2011-05-26 00:00:00.000000,2020-05-14 13:45:31.460318,2020-05-14 14:23:36.424517,6015.0,,,,,,,,,,,,,132.0,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:38:04.964199000,Thursday,spring
6015,Relax,2011-05-26 00:00:00.000000,2020-05-14 14:26:46.578224,2020-05-14 16:37:11.864097,6016.0,,,,,,,,,,,,,16.0,1.0,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 02:10:25.285873000,Thursday,spring
6016,Relax,2011-05-26 00:00:00.000000,2020-05-14 17:07:16.195960,2020-05-14 17:37:20.531754,6017.0,,,,,,,,,,,,,20.0,6.0,,3.0,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:30:04.335794000,Thursday,spring
6017,Leave_Home,2011-05-26 00:00:00.000000,2020-05-14 17:46:32.936984,2020-05-14 17:46:37.494991,6018.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.558007000,Thursday,spring
6018,Enter_Home,2011-05-26 00:00:00.000000,2020-05-14 20:03:36.521746,2020-05-14 20:03:40.472896,6019.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.951150000,Thursday,spring
6019,Meal_Preparation,2011-05-26 00:00:00.000000,2020-05-14 20:14:14.531915,2020-05-14 20:18:43.432630,6020.0,,,,,,,,,,,,,,,,,,3.0,14.0,3.0,7.0,10.0,17.0,1.0,0.0,,,,,,,,,,,,0 days 00:04:28.900715000,Thursday,spring
6020,Meal_Preparation,2011-05-26 00:00:00.000000,2020-05-14 20:22:21.897128,2020-05-14 20:22:21.974344,6021.0,,,,,,,,,,,,,1.0,,,,,,3.0,,,3.0,6.0,1.0,0.0,,,,,,,,,,,,0 days 00:00:00.077216000,Thursday,spring
6021,Relax,2011-05-26 00:00:00.000000,2020-05-14 20:22:21.897128,2020-05-14 20:38:42.193616,6022.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:16:20.296488000,Thursday,spring
6022,Relax,2011-05-26 00:00:00.000000,2020-05-14 20:41:21.285599,2020-05-14 21:06:55.266066,6023.0,,,,,,,,,,,,,25.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:25:33.980467000,Thursday,spring
6023,Relax,2011-05-26 00:00:00.000000,2020-05-14 21:07:34.386436,2020-05-14 22:07:48.866073,6024.0,,,,,,,,,,,,,36.0,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,0 days 01:00:14.479637000,Thursday,spring
6024,Sleeping,2011-05-27 00:00:00.000000,2020-05-14 22:15:48.644016,2020-05-14 04:41:11.826698,6025.0,,,,,,4.0,16.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +06:25:23.182682000,Friday,spring
6025,Bed_to_Toilet,2011-05-27 00:00:00.000000,2020-05-14 04:41:18.690933,2020-05-14 04:43:18.105710,6026.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:01:59.414777000,Friday,spring
6026,Sleeping,2011-05-27 00:00:00.000000,2020-05-14 04:43:20.325127,2020-05-14 05:23:11.938311,6027.0,,,,,,5.0,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:39:51.613184000,Friday,spring
